night,fighter_A,fighter_B,winner
130,398,894,fighter_B
130,236,112,fighter_A
130,750,752,fighter_B
130,644,917,fighter_A
130,472,483,fighter_A
130,647,795,fighter_A
130,838,336,fighter_B
131,34,197,fighter_B
131,578,589,fighter_A
131,901,790,fighter_B
131,882,347,fighter_B
131,948,421,fighter_A
131,576,662,fighter_B
131,812,190,fighter_B
131,439,582,fighter_B
131,201,987,fighter_A
132,396,222,fighter_B
132,738,600,fighter_B
132,792,672,fighter_A
132,83,44,fighter_B
132,800,895,fighter_B
132,922,27,fighter_A
132,595,184,fighter_A
132,108,680,fighter_A
132,209,450,fighter_A
133,451,612,fighter_B
133,802,748,fighter_A
133,634,646,fighter_A
133,79,455,fighter_B
133,681,565,fighter_A
133,869,830,fighter_A
133,898,594,fighter_A
133,927,680,fighter_A
133,635,174,fighter_A
134,562,354,fighter_A
134,894,817,fighter_B
134,840,962,fighter_A
134,509,348,fighter_A
134,498,745,fighter_B
134,922,9,fighter_A
134,374,4,fighter_A
134,669,30,fighter_A
134,784,314,fighter_A
135,40,141,fighter_A
135,748,14,fighter_A
135,777,311,fighter_A
135,204,794,fighter_A
135,404,801,fighter_B
135,690,651,fighter_A
135,785,722,fighter_A
135,407,12,fighter_B
135,386,387,fighter_B
136,995,596,fighter_B
136,165,782,fighter_A
136,15,220,fighter_A
136,735,324,fighter_B
136,248,303,fighter_B
136,566,756,fighter_B
136,623,27,fighter_A
136,424,749,fighter_A
136,850,205,fighter_A
137,455,550,fighter_A
137,110,563,fighter_A
137,971,134,fighter_B
137,294,179,fighter_A
137,148,574,fighter_A
137,174,791,fighter_B
137,19,634,fighter_B
137,459,116,fighter_B
137,165,670,fighter_A
138,74,664,fighter_B
138,409,321,fighter_A
138,970,914,fighter_A
138,609,813,fighter_A
138,386,13,fighter_B
138,885,128,fighter_A
138,112,821,fighter_A
138,267,265,fighter_A
138,60,257,fighter_B
139,759,598,fighter_A
139,680,165,fighter_B
139,34,418,fighter_A
139,464,14,fighter_A
139,623,77,fighter_B
139,547,528,fighter_A
139,196,8,fighter_A
139,474,500,fighter_B
139,567,179,fighter_A
140,38,700,fighter_B
140,42,500,fighter_A
140,956,320,fighter_A
140,937,539,fighter_B
140,455,276,fighter_B
140,325,801,fighter_B
140,909,386,fighter_B
140,143,409,fighter_B
140,766,396,fighter_B
141,63,393,fighter_A
141,133,654,fighter_B
141,353,866,fighter_A
141,818,750,fighter_A
141,539,877,fighter_A
141,735,145,fighter_B
141,449,948,fighter_A
141,668,471,fighter_B
141,955,155,fighter_A
142,982,355,fighter_A
142,364,589,fighter_B
142,69,854,fighter_B
142,132,383,fighter_B
142,472,777,fighter_A
142,498,57,fighter_A
142,107,742,fighter_A
142,832,136,fighter_B
142,954,163,fighter_A
143,923,402,fighter_B
143,997,539,fighter_A
143,223,164,fighter_B
143,774,324,fighter_A
143,450,335,fighter_A
143,982,989,fighter_A
143,842,525,fighter_B
143,670,726,fighter_A
143,220,820,fighter_B
144,455,608,fighter_A
144,102,252,fighter_A
144,261,581,fighter_B
144,715,678,fighter_B
144,353,531,fighter_B
144,68,795,fighter_A
144,220,689,fighter_A
144,680,396,fighter_A
144,956,6,fighter_A
145,956,109,fighter_B
145,255,21,fighter_A
145,897,820,fighter_B
145,506,992,fighter_B
145,474,164,fighter_A
145,886,10,fighter_A
145,33,174,fighter_A
145,281,721,fighter_A
145,755,67,fighter_A
146,88,805,fighter_B
146,109,136,fighter_B
146,254,530,fighter_A
146,647,636,fighter_A
146,251,308,fighter_B
146,276,870,fighter_B
146,909,194,fighter_B
146,309,339,fighter_B
146,64,568,fighter_B
147,954,194,fighter_B
147,163,145,fighter_B
147,430,926,fighter_A
147,487,997,fighter_B
147,869,302,fighter_A
147,936,193,fighter_B
147,790,174,fighter_A
147,508,573,fighter_B
147,854,335,fighter_A
148,662,874,fighter_B
148,84,934,fighter_A
148,846,343,fighter_A
148,62,736,fighter_A
148,520,802,fighter_B
148,594,257,fighter_B
148,98,136,fighter_A
148,449,264,fighter_B
148,117,992,fighter_A
149,557,53,fighter_A
149,391,797,fighter_A
149,688,918,fighter_B
149,942,833,fighter_A
149,317,121,fighter_B
149,206,657,fighter_B
149,953,388,fighter_B
149,859,816,fighter_B
149,494,623,fighter_A
150,833,23,fighter_A
150,874,391,fighter_B
150,862,376,fighter_B
150,338,937,fighter_B
150,537,89,fighter_A
150,470,296,fighter_A
150,62,942,fighter_A
150,598,346,fighter_B
150,221,319,fighter_B
151,43,199,fighter_B
151,528,699,fighter_B
151,933,345,fighter_A
151,774,321,fighter_A
151,309,775,fighter_B
151,263,52,fighter_A
151,546,767,fighter_A
151,777,68,fighter_B
151,230,685,fighter_B
152,736,414,fighter_B
152,316,846,fighter_A
152,402,493,fighter_B
152,6,328,fighter_A
152,228,632,fighter_B
152,387,874,fighter_B
152,879,978,fighter_B
152,311,745,fighter_B
152,87,955,fighter_B
153,123,56,fighter_A
153,596,292,fighter_B
153,254,917,fighter_A
153,376,781,fighter_B
153,987,866,fighter_B
153,156,108,fighter_B
153,556,563,fighter_B
153,441,818,fighter_A
153,950,595,fighter_A
154,392,662,fighter_A
154,527,684,fighter_B
154,479,189,fighter_B
154,860,989,fighter_B
154,424,149,fighter_A
154,995,738,fighter_B
154,549,954,fighter_B
154,473,70,fighter_B
154,178,668,fighter_A
155,34,57,fighter_A
155,748,900,fighter_A
155,578,705,fighter_B
155,498,700,fighter_A
155,154,13,fighter_A
155,44,805,fighter_A
155,973,325,fighter_B
155,859,271,fighter_A
155,1,178,fighter_A
156,80,989,fighter_B
156,353,449,fighter_A
156,565,711,fighter_B
156,839,563,fighter_A
156,215,626,fighter_B
156,223,507,fighter_A
156,442,952,fighter_B
156,183,210,fighter_A
156,176,308,fighter_B
157,843,994,fighter_B
157,502,816,fighter_B
157,915,418,fighter_B
157,979,878,fighter_B
157,632,361,fighter_A
157,226,774,fighter_A
157,141,746,fighter_B
157,45,68,fighter_B
157,174,466,fighter_A
158,431,730,fighter_A
158,414,584,fighter_B
158,154,965,fighter_A
158,504,481,fighter_A
158,409,818,fighter_A
158,93,300,fighter_B
158,858,839,fighter_B
158,792,74,fighter_B
158,65,963,fighter_A
159,566,640,fighter_A
159,282,843,fighter_A
159,680,609,fighter_A
159,731,208,fighter_A
159,327,850,fighter_A
159,360,539,fighter_B
159,431,231,fighter_A
159,343,518,fighter_A
159,523,607,fighter_A
160,705,79,fighter_A
160,467,635,fighter_A
160,2,918,fighter_B
160,164,4,fighter_B
160,548,846,fighter_A
160,559,188,fighter_A
160,8,356,fighter_B
160,22,756,fighter_A
160,285,535,fighter_A
161,987,599,fighter_B
161,290,700,fighter_A
161,664,143,fighter_A
161,278,528,fighter_B
161,226,279,fighter_B
161,925,574,fighter_B
161,623,62,fighter_B
161,317,970,fighter_A
161,894,934,fighter_B
162,830,438,fighter_A
162,950,172,fighter_A
162,171,622,fighter_B
162,68,578,fighter_B
162,311,563,fighter_B
162,269,221,fighter_B
162,6,132,fighter_B
162,952,669,fighter_A
162,693,157,fighter_B
163,647,947,fighter_B
163,909,902,fighter_A
163,942,539,fighter_B
163,45,170,fighter_B
163,636,678,fighter_A
163,27,832,fighter_B
163,738,848,fighter_B
163,107,96,fighter_A
163,41,110,fighter_B
164,497,45,fighter_B
164,117,699,fighter_A
164,785,814,fighter_B
164,9,503,fighter_B
164,600,944,fighter_A
164,261,376,fighter_A
164,80,176,fighter_A
164,532,467,fighter_A
164,143,91,fighter_A
165,995,410,fighter_A
165,646,663,fighter_A
165,685,516,fighter_B
165,781,797,fighter_A
165,958,164,fighter_A
165,272,450,fighter_A
165,206,431,fighter_A
165,449,865,fighter_A
165,817,785,fighter_A
166,40,412,fighter_A
166,147,503,fighter_A
166,538,900,fighter_B
166,405,936,fighter_A
166,26,817,fighter_B
166,209,832,fighter_B
166,474,988,fighter_B
166,619,483,fighter_A
166,254,557,fighter_B
167,52,632,fighter_B
167,145,383,fighter_B
167,246,949,fighter_A
167,865,946,fighter_A
167,917,619,fighter_B
167,2,230,fighter_A
167,707,973,fighter_A
167,438,992,fighter_A
167,382,357,fighter_A
168,731,876,fighter_A
168,920,292,fighter_B
168,442,790,fighter_B
168,268,558,fighter_A
168,950,578,fighter_A
168,805,74,fighter_B
168,574,300,fighter_B
168,625,518,fighter_A
168,581,919,fighter_B
169,517,756,fighter_A
169,506,986,fighter_B
169,547,450,fighter_A
169,420,109,fighter_B
169,48,699,fighter_B
169,636,170,fighter_A
169,52,487,fighter_B
169,91,981,fighter_A
169,67,527,fighter_A
170,470,646,fighter_B
170,946,851,fighter_B
170,138,345,fighter_B
170,319,625,fighter_A
170,285,215,fighter_A
170,447,882,fighter_B
170,903,528,fighter_B
170,532,383,fighter_B
170,756,143,fighter_B
171,437,689,fighter_A
171,626,464,fighter_B
171,439,365,fighter_B
171,585,78,fighter_B
171,384,414,fighter_A
171,386,405,fighter_B
171,265,155,fighter_A
171,518,368,fighter_B
171,832,19,fighter_A
172,947,582,fighter_B
172,155,502,fighter_A
172,946,591,fighter_B
172,700,994,fighter_B
172,834,183,fighter_A
172,508,505,fighter_B
172,699,553,fighter_A
172,319,8,fighter_B
172,839,113,fighter_B
173,42,401,fighter_B
173,345,775,fighter_A
173,316,520,fighter_B
173,143,737,fighter_B
173,537,563,fighter_B
173,866,910,fighter_B
173,344,188,fighter_B
173,644,680,fighter_B
173,821,314,fighter_A
174,733,732,fighter_B
174,479,409,fighter_A
174,67,217,fighter_B
174,830,782,fighter_B
174,894,535,fighter_B
174,208,532,fighter_B
174,618,829,fighter_A
174,670,156,fighter_B
174,89,484,fighter_A
175,718,162,fighter_B
175,447,410,fighter_B
175,654,963,fighter_B
175,382,109,fighter_B
175,790,513,fighter_A
175,884,900,fighter_A
175,635,776,fighter_B
175,302,865,fighter_A
175,994,609,fighter_A
176,359,654,fighter_A
176,802,89,fighter_A
176,64,801,fighter_A
176,599,718,fighter_B
176,930,596,fighter_A
176,422,894,fighter_A
176,626,470,fighter_A
176,210,863,fighter_B
176,776,51,fighter_A
177,147,360,fighter_A
177,721,550,fighter_B
177,699,208,fighter_B
177,472,483,fighter_A
177,383,31,fighter_A
177,584,141,fighter_A
177,22,303,fighter_B
177,512,170,fighter_B
177,392,68,fighter_B
178,775,351,fighter_B
178,870,779,fighter_B
178,151,349,fighter_A
178,344,3,fighter_A
178,573,96,fighter_B
178,57,414,fighter_B
178,230,278,fighter_A
178,376,294,fighter_A
178,302,750,fighter_A
179,741,208,fighter_B
179,303,994,fighter_A
179,662,703,fighter_A
179,50,892,fighter_B
179,988,973,fighter_B
179,231,265,fighter_A
179,391,775,fighter_B
179,974,558,fighter_B
179,520,968,fighter_B
180,421,365,fighter_A
180,74,532,fighter_A
180,746,742,fighter_B
180,539,988,fighter_A
180,822,256,fighter_A
180,905,970,fighter_A
180,942,552,fighter_B
180,319,557,fighter_B
180,979,28,fighter_A
181,269,80,fighter_A
181,414,919,fighter_B
181,959,724,fighter_A
181,151,608,fighter_A
181,405,416,fighter_B
181,504,634,fighter_A
181,742,790,fighter_A
181,903,973,fighter_B
181,870,183,fighter_B
182,362,512,fighter_B
182,914,858,fighter_A
182,932,497,fighter_B
182,738,839,fighter_B
182,247,877,fighter_A
182,424,374,fighter_A
182,795,681,fighter_B
182,354,51,fighter_B
182,142,449,fighter_A
183,739,487,fighter_B
183,512,914,fighter_A
183,565,223,fighter_A
183,138,139,fighter_B
183,502,848,fighter_B
183,803,393,fighter_B
183,272,112,fighter_A
183,634,771,fighter_B
183,51,3,fighter_B
184,50,600,fighter_A
184,145,178,fighter_B
184,994,282,fighter_B
184,41,123,fighter_B
184,618,681,fighter_B
184,351,565,fighter_A
184,897,661,fighter_B
184,598,194,fighter_A
184,648,354,fighter_B
185,19,676,fighter_B
185,556,746,fighter_B
185,973,812,fighter_A
185,980,703,fighter_A
185,410,532,fighter_A
185,805,348,fighter_A
185,956,404,fighter_A
185,853,599,fighter_A
185,981,431,fighter_A
186,31,742,fighter_A
186,933,518,fighter_A
186,508,937,fighter_B
186,671,585,fighter_A
186,455,130,fighter_B
186,875,497,fighter_B
186,609,149,fighter_A
186,54,914,fighter_A
186,839,412,fighter_A
187,206,884,fighter_A
187,909,210,fighter_A
187,151,830,fighter_B
187,34,300,fighter_A
187,272,261,fighter_B
187,919,795,fighter_A
187,832,294,fighter_B
187,88,959,fighter_B
187,913,19,fighter_A
188,376,384,fighter_B
188,937,294,fighter_A
188,415,112,fighter_A
188,874,422,fighter_A
188,312,217,fighter_B
188,741,732,fighter_B
188,382,942,fighter_B
188,825,575,fighter_B
188,549,303,fighter_B
189,703,206,fighter_A
189,508,604,fighter_A
189,814,553,fighter_B
189,1,22,fighter_A
189,314,775,fighter_B
189,575,878,fighter_A
189,54,518,fighter_A
189,176,797,fighter_A
189,273,681,fighter_A
190,282,255,fighter_A
190,45,424,fighter_B
190,176,969,fighter_A
190,96,609,fighter_B
190,732,547,fighter_B
190,272,932,fighter_A
190,581,892,fighter_A
190,775,206,fighter_A
190,499,875,fighter_B
191,879,812,fighter_A
191,771,902,fighter_A
191,886,493,fighter_A
191,933,179,fighter_B
191,816,316,fighter_B
191,736,421,fighter_B
191,384,405,fighter_A
191,368,174,fighter_A
191,558,217,fighter_A
192,119,416,fighter_B
192,213,625,fighter_A
192,8,781,fighter_A
192,892,684,fighter_A
192,648,116,fighter_A
192,878,455,fighter_B
192,661,780,fighter_B
192,814,472,fighter_A
192,505,927,fighter_A
193,879,969,fighter_A
193,96,750,fighter_B
193,49,365,fighter_B
193,654,415,fighter_A
193,54,499,fighter_A
193,797,976,fighter_A
193,114,830,fighter_B
193,739,959,fighter_A
193,670,949,fighter_A
194,987,670,fighter_A
194,309,892,fighter_A
194,273,353,fighter_B
194,208,282,fighter_A
194,45,330,fighter_B
194,981,179,fighter_B
194,341,662,fighter_B
194,227,149,fighter_B
194,986,803,fighter_B
195,130,506,fighter_B
195,535,303,fighter_B
195,672,654,fighter_A
195,741,22,fighter_B
195,598,142,fighter_A
195,895,313,fighter_A
195,905,65,fighter_A
195,402,414,fighter_B
195,351,814,fighter_A
196,782,746,fighter_B
196,607,161,fighter_A
196,688,976,fighter_A
196,362,419,fighter_B
196,869,54,fighter_A
196,31,879,fighter_B
196,980,176,fighter_A
196,151,547,fighter_A
196,671,309,fighter_B
197,905,424,fighter_A
197,876,231,fighter_A
197,565,313,fighter_A
197,869,486,fighter_B
197,731,316,fighter_A
197,498,816,fighter_A
197,956,112,fighter_B
197,409,981,fighter_B
197,894,138,fighter_A
198,151,333,fighter_B
198,609,139,fighter_B
198,974,959,fighter_A
198,31,816,fighter_A
198,256,654,fighter_A
198,776,741,fighter_B
198,210,424,fighter_B
198,715,814,fighter_B
198,312,839,fighter_A
199,481,839,fighter_B
199,70,466,fighter_B
199,678,172,fighter_B
199,142,145,fighter_A
199,424,876,fighter_B
199,354,410,fighter_A
199,947,549,fighter_B
199,149,74,fighter_A
199,753,832,fighter_B
200,905,797,fighter_B
200,45,838,fighter_A
200,414,508,fighter_A
200,312,555,fighter_A
200,909,493,fighter_A
200,179,654,fighter_B
200,648,441,fighter_A
200,516,801,fighter_B
200,116,625,fighter_B
